Order,Family,Genus,Species,Coll.,Num,SD,SL,VD,Dh,Vmm,Self
Alismatales,Araceae,Anthurium,scandens,Olson,4030,0.4,1,24.6,28.3,70.4,nonself
Alismatales,Araceae,Anthurium,scandens,Olson,4031,0.4,1.2,24.6,27.4,56.8,nonself
Alismatales,Araceae,Anthurium,scandens,Olson,4032,0.4,1,21.8,28.9,65.2,nonself
Alismatales,Araceae,Dieffenbachia,seguine,Olson,4091,3.9,0.8,60.6,73.4,3.2,self
Alismatales,Araceae,Dieffenbachia,seguine,Olson,4092,3.6,0.7,75.3,89,5.8,self
Alismatales,Araceae,Dieffenbachia,seguine,Olson,4093,3.6,0.9,62.6,79.8,6.3,self
Apiales,Araliaceae,Aralia,excelsa,Olson,1635,49,,114.1,130.2,25.4,self
Apiales,Araliaceae,Aralia,excelsa,Olson,1636,50,14.3,129,152.8,20.5,self
Apiales,Araliaceae,Aralia,excelsa,Olson,1637,49.3,,116.6,147.6,32.5,self
Apiales,Araliaceae,Aralia,excelsa,Olson,2884,53.2,15.5,121.5,136,20,self
Apiales,Araliaceae,Aralia,excelsa,Olson,2885,43.6,12.9,130.3,148.7,12.9,self
Apiales,Araliaceae,Dendropanax,arboreus,Olson,1354,21.3,9,74.9,86.1,33.2,self
Apiales,Araliaceae,Dendropanax,arboreus,Olson,1355,29,14,83.5,91.6,30.8,self
Apiales,Araliaceae,Dendropanax,arboreus,Olson,1356,15.6,12,69,77.4,32.5,self
Apiales,Araliaceae,Hedera,helix,Olson,2556,0.2,0.8,18,20.2,357.2,nonself
Apiales,Araliaceae,Hedera,helix,Olson,2557,0.2,0.5,20.6,26.4,684.8,nonself
Apiales,Araliaceae,Hedera,helix,Olson,2558,0.3,0.3,17.6,20.9,434.4,nonself
Apiales,Araliaceae,Schefflera,actinophylla,Olson,1867,18,,117.3,127.2,15.7,self
Apiales,Araliaceae,Schefflera,actinophylla,Olson,1871,37.9,,123.9,134,11.9,self
Apiales,Araliaceae,Schefflera,actinophylla,Olson,1872,47.7,,135.9,145,13.1,self
Apiales,Pennantiaceae,Pennantia,cunninghamii,Olson,1917,6.8,2.9,53.7,58.9,84.5,self
Apiales,Pennantiaceae,Pennantia,cunninghamii,Olson,1918,2.9,1.9,46.3,56.6,99.6,self
Apiales,Pennantiaceae,Pennantia,cunninghamii,Olson,2388,26.4,13,48.5,58.3,42.4,self
Apiales,Pennantiaceae,Pennantia,cunninghamii,Olson,2389,12.1,8,47.2,53,49.1,self
Apiales,Pennantiaceae,Pennantia,cunninghamii,Olson,2392,17.8,12,54.9,61.2,43.9,self
Apiales,Pittosporaceae,Billardiera,scandens,Olson,2417,0.5,3.5,39.5,53.8,242.7,nonself
Apiales,Pittosporaceae,Billardiera,scandens,Olson,2418,0.3,0.9,26.7,45.1,485.2,nonself
Apiales,Pittosporaceae,Billardiera,scandens,Olson,2456,0.4,5.4,37.3,55.7,239.8,nonself
Apiales,Pittosporaceae,Bursaria,spinosa,Rosell,1,5.9,,26,33.8,69.3,self
Apiales,Pittosporaceae,Bursaria,spinosa,Rosell,2,7,,31,38.4,82,self
Apiales,Pittosporaceae,Bursaria,spinosa,Rosell,5,7.1,,34.8,40.2,90.5,self
Apiales,Pittosporaceae,Pittosporum,undulatum,Olson,4125,15.6,12.5,48.5,57.7,77,self
Apiales,Pittosporaceae,Pittosporum,undulatum,Olson,4178,16.2,9.9,45.5,57.1,64.3,self
Apiales,Pittosporaceae,Pittosporum,undulatum,Olson,4179,24.8,11,46.8,56.8,61.3,self
Aquifoliales,Cardiopteridaceae,Citronella,smythii,Olson,1856,5.7,5.2,64.3,68.5,12.5,self
Aquifoliales,Cardiopteridaceae,Citronella,smythii,Olson,1864,6.4,5.2,62.4,72.5,18.3,self
Aquifoliales,Cardiopteridaceae,Citronella,smythii,Olson,1865,8,6.5,71,77.1,16.7,self
Aquifoliales,Stemonuraceae,Gomphandra,australiana,Rosell,1,25.3,15,102.7,110.9,8.6,self
Aquifoliales,Stemonuraceae,Gomphandra,australiana,Rosell,2,15.3,13,84.5,94.1,14.7,self
Aquifoliales,Stemonuraceae,Gomphandra,australiana,Rosell,3,19.7,14.2,117.5,121.7,10,self
Aquifoliales,Stemonuraceae,Irvingbaileya,australis,Olson,1896,22.9,,94.4,102.5,21.8,self
Arecales,Arecaceae,Astrocaryum,mexicanum,Olson,1360,8,,56.5,66,1.9,self
Arecales,Arecaceae,Astrocaryum,mexicanum,Olson,1386,7.3,,70.7,85,2.4,self
Arecales,Arecaceae,Astrocaryum,mexicanum,Olson,4051,5.9,3.7,94.9,111.5,2.4,self
Arecales,Arecaceae,Astrocaryum,mexicanum,Olson,4108,5.9,3.6,52.7,54.5,2.7,self
Arecales,Arecaceae,Astrocaryum,mexicanum,Olson,4109,5.8,3.4,56.3,76.6,4.4,self
Arecales,Arecaceae,Bactris,trichophylla,Olson,4088,2.8,2.9,81.4,101.6,25.9,self
Arecales,Arecaceae,Bactris,trichophylla,Olson,4089,2.8,1.6,67.4,82.8,28.3,self
Arecales,Arecaceae,Bactris,trichophylla,Olson,4090,2.8,1.2,74.9,94.6,37.7,self
Arecales,Arecaceae,Calamus,radicalis,Olson,4273,2.4,32,278.3,293,4.3,nonself
Arecales,Arecaceae,Calamus,radicalis,Olson,4274,2.7,31,266.7,291.1,4.1,nonself
Arecales,Arecaceae,Chamaedorea,gracilis,Olson,1387,6.7,,48.9,69.9,7.9,self
Arecales,Arecaceae,Chamaedorea,gracilis,Olson,1388,9.1,,60,69.8,12.2,self
Arecales,Arecaceae,Chamaedorea,gracilis,Olson,1452,2.2,,54.6,67.5,7.2,self
Arecales,Arecaceae,Livistona,australis,Olson,2402,39.8,5.8,84.7,104.2,1.2,self
Arecales,Arecaceae,Livistona,australis,Olson,2403,34.4,7.5,102.1,119,2.7,self
Arecales,Arecaceae,Livistona,australis,Olson,2404,24.8,6.7,91.6,105.9,3.2,self
Arecales,Arecaceae,Reinhardtia,gracilis,Olson,4085,0.7,1.4,38.5,52.1,33.8,self
Arecales,Arecaceae,Reinhardtia,gracilis,Olson,4086,0.6,1,45.7,53.4,22.8,self
Arecales,Arecaceae,Reinhardtia,gracilis,Olson,4087,0.6,0.8,40,48.9,36.9,self
Asparagales,Asparagaceae,Asparagus,aethiopicus,Olson,2434,0.4,2.9,48.2,66.7,52,nonself
Asparagales,Asparagaceae,Asparagus,aethiopicus,Olson,2486,0.3,2.1,54.7,78.5,23.3,nonself
Asparagales,Asparagaceae,Asparagus,aethiopicus,Olson,2487,0.5,2.6,60.4,74.2,17.6,nonself
Asparagales,Asparagaceae,Eustrephus,latifolius,Olson,2476,0.4,2.7,56.1,70.5,40.7,nonself
Asparagales,Asparagaceae,Eustrephus,latifolius,Olson,2544,0.4,5.6,49.8,64.1,31.5,nonself
Asterales,Alseuosmiaceae,Crispiloba,disperma,Olson,4283,1.6,4.8,32.9,35.8,70.8,self
Asterales,Alseuosmiaceae,Crispiloba,disperma,Olson,4284,1.9,4.4,35.2,39.4,75,self
Asterales,Alseuosmiaceae,Crispiloba,disperma,Olson,4285,1.5,4.3,32.8,33.9,57.7,self
Asterales,Argophyllaceae,Argophyllum,cryptophlebum,Olson,1962,1.4,0.8,28.2,30.1,122.9,self
Asterales,Argophyllaceae,Argophyllum,cryptophlebum,Olson,1963,1.7,1.5,30.4,36.7,86.1,self
Asterales,Argophyllaceae,Argophyllum,cryptophlebum,Olson,1964,1.3,0.6,23.3,26.6,121.1,self
Asterales,Asteraceae,Cassinia,affcunninghamii,Rosell,1,3.4,,23.3,27,145.3,self
Asterales,Asteraceae,Cassinia,affcunninghamii,Rosell,3,3.4,,22.2,28.9,105.1,self
Asterales,Asteraceae,Cassinia,affcunninghamii,Rosell,4,3.8,,25.1,31.3,257.5,self
Asterales,Asteraceae,Cassinia,denticulata,Olson,2453,0.6,1.2,20.8,25.2,52.2,self
Asterales,Asteraceae,Cassinia,denticulata,Olson,2454,0.7,1.7,23,26.4,89.9,self
Asterales,Asteraceae,Cassinia,denticulata,Olson,2455,0.7,1,25.3,29,58.8,self
Asterales,Asteraceae,Delairea,odorata,Olson,2503,0.4,1.8,66.5,88.4,63.7,nonself
Asterales,Asteraceae,Delairea,odorata,Olson,2504,0.3,1.9,77.3,99.5,52.2,nonself
Asterales,Asteraceae,Delairea,odorata,Olson,2505,0.3,2.6,61.5,82.2,62.7,nonself
Asterales,Asteraceae,Eriophyllum,confertiflorum,Olson,2676,0.2,0.1,14.2,19,128.9,self
Asterales,Asteraceae,Hymenoclaea,salsola,Olson,2644,1.4,1.2,26.8,43.4,30.3,self
Asterales,Asteraceae,Hymenoclaea,salsola,Olson,2645,1.6,1.5,30.2,50.4,15.3,self
Asterales,Asteraceae,Hymenoclaea,salsola,Olson,2646,2.1,1.7,38.6,76.7,16.8,self
Asterales,Asteraceae,Otopappus,tequilana,Olson,1464,3.6,,67.2,146.3,81.4,nonself
Asterales,Asteraceae,Otopappus,tequilana,Olson,1465,2,,62.4,148.8,87.2,nonself
Asterales,Asteraceae,Otopappus,tequilana,Olson,1466,3.1,,62.9,142.6,75.5,nonself
Asterales,Asteraceae,Ozothamnus,hookeri,Olson,2314,1.5,0.6,24,26.7,162.1,self
Asterales,Asteraceae,Ozothamnus,hookeri,Olson,2315,1,0.4,20.1,23,195.7,self
Asterales,Asteraceae,Ozothamnus,hookeri,Olson,2316,1.1,0.4,21,26.7,410.7,self
Asterales,Asteraceae,Ozothamnus,ledifolius,Olson,2299,0.5,0.3,25.6,28.9,153.3,self
Asterales,Asteraceae,Ozothamnus,ledifolius,Olson,2300,0.4,0.3,16.7,23.5,176.9,self
Asterales,Asteraceae,Ozothamnus,ledifolius,Olson,2301,0.4,0.3,14.2,18.4,275.2,self
Asterales,Asteraceae,Pachythamnus,crassirameus,Olson,11001,5.2,,65.1,77.2,,self
Asterales,Asteraceae,Pachythamnus,crassirameus,Olson,11002,3.3,,62.8,68.5,,self
Asterales,Asteraceae,Pachythamnus,crassirameus,Olson,11003,2.9,,61.3,66.9,,self
Asterales,Asteraceae,Pachythamnus,crassirameus,Olson,11004,2.5,,63.1,72.1,,self
Asterales,Asteraceae,Pachythamnus,crassirameus,Olson,11005,2.3,,64.4,70.2,,self
Asterales,Asteraceae,Pachythamnus,crassirameus,Olson,11006,2,,51.9,60.2,,self
Asterales,Asteraceae,Pachythamnus,crassirameus,Olson,11007,1.7,,58.6,63.8,,self
Asterales,Asteraceae,Pachythamnus,crassirameus,Olson,11008,1.5,,47.7,54.8,,self
Asterales,Asteraceae,Pittocaulon,bombycophole,Olson,903,3.7,,51.7,67.2,11.6,self
Asterales,Asteraceae,Pittocaulon,bombycophole,Olson,985,3.8,,59.8,67.1,8.5,self
Asterales,Asteraceae,Pittocaulon,filare,Olson,897,3.5,,53,61.7,11.1,self
